age,workclass,education,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,nativecountry,incomeUSD
36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,70071
63,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,48275
39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,42540
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,190234
58,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,129151
29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Japan,26707
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,20,United-States,44213
40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,36605
69,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,34587
28,Private,10th,6,Divorced,Sales,Not-in-family,White,Female,40,United-States,31788
38,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,28525
44,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,155299
45,Local-gov,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,36145
33,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,30301
41,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,95537
37,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,96433
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,56007
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,41783
26,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,40,United-States,38401
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,67351
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,37,United-States,24610
37,Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,44473
20,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,26797
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,35165
28,Private,HS-grad,9,Separated,Sales,Other-relative,White,Female,40,United-States,47816
27,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,38906
33,Private,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,40,United-States,42492
46,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,45346
28,?,11th,7,Divorced,?,Unmarried,White,Female,58,Canada,41433
17,?,10th,6,Never-married,?,Own-child,White,Male,40,United-States,47488
40,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,168806
47,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,169615
44,Private,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,El-Salvador,21197
25,Private,12th,8,Never-married,Handlers-cleaners,Unmarried,White,Male,43,United-States,47282
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,25696
29,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,40503
30,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,30314
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,45006
56,Self-emp-not-inc,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,40,United-States,49748
25,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,30117
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,48521
43,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,39871
47,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,118675
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,26387
41,State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,35,United-States,49647
38,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,33,United-States,146183
29,Private,HS-grad,9,Never-married,Protective-serv,Other-relative,Black,Male,40,United-States,22994
25,Private,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,23747
56,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,22506
31,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,44358
22,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,40,United-States,20451
31,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,31183
28,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,20640
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,24167
45,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,147506
71,Private,Preschool,1,Widowed,Craft-repair,Unmarried,Black,Male,10,United-States,31676
65,?,HS-grad,9,Widowed,?,Unmarried,White,Female,40,United-States,35654
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,95484
19,Federal-gov,HS-grad,9,Married-AF-spouse,Sales,Wife,White,Female,40,United-States,44715
34,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,20865
36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,32127
40,Private,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Female,40,United-States,43046
90,Private,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,40,Puerto-Rico,20750
56,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,United-States,47513
21,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,20211
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,195898
45,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,27,United-States,39972
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,130376
64,Private,10th,6,Separated,Other-service,Not-in-family,White,Female,35,United-States,21882
29,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,29282
22,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,30,Germany,23736
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,Italy,115821
67,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,126292
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,42140
42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,27162
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,34957
53,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,37641
81,Private,9th,5,Widowed,Priv-house-serv,Not-in-family,Black,Female,5,United-States,33101
33,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,43894
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,8,United-States,21048
55,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,?,147986
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,38318
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,41240
40,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,45,United-States,35746
30,Local-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,25831
24,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,34960
26,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,41215
38,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,38,United-States,28495
30,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,124408
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,26866
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,137968
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,United-States,38520
23,Private,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,36,United-States,37240
56,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,40,United-States,33001
42,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,22903
40,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Canada,44272
49,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,180912
35,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,?,48777
52,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,35,United-States,33569
28,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,46694
35,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,47856
21,?,Some-college,10,Never-married,?,Own-child,White,Female,5,United-States,47628
43,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,39994
32,?,Assoc-voc,11,Never-married,?,Unmarried,White,Female,2,United-States,35018
29,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,50,Italy,120066
23,Private,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,25,United-States,39858
50,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,47137
34,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,40,United-States,42844
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,37372
47,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,35158
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,28986
25,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,35,United-States,35913
75,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,172588
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,37698
28,State-gov,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,20,United-States,26286
17,Local-gov,11th,7,Never-married,Other-service,Own-child,White,Female,16,United-States,47154
31,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,44135
31,Private,Preschool,1,Never-married,Other-service,Other-relative,White,Female,35,Mexico,24429
18,?,HS-grad,9,Never-married,?,Own-child,White,Male,10,United-States,38169
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,107948
31,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,42,United-States,48684
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,188499
48,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,Black,Female,38,United-States,47556
22,?,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,22,United-States,40141
34,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,30,United-States,39977
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,20145
53,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,27291
60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,151617
49,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,50,United-States,36588
40,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,48776
48,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,24526
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,27327
68,?,7th-8th,4,Widowed,?,Not-in-family,Black,Male,10,United-States,49541
42,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,52568
37,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,85,United-States,35316
27,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,45,United-States,25345
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,98305
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,Ireland,45742
75,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,22420
49,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,172115
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,20,United-States,43115
36,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,50,Mexico,46679
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,125526
35,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,35,United-States,28209
36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,92603
53,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,24498
27,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,40082
34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,38389
61,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,74653
29,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,56,United-States,41166
40,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,35,United-States,39956
37,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,192951
22,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,30,United-States,49252
43,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,38708
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,28440
28,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,43182
23,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,30,United-States,40195
64,Local-gov,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,178751
46,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,33144
29,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,32935
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,48,India,33568
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,43878
62,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Male,40,United-States,34162
49,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,35,Columbia,35000
29,Private,10th,6,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,40,United-States,27123
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,Japan,39231
39,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,32892
39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,29385
